ABEV US Equity,AMBEV SA-ADR,96156098560,,New York,,Consumer Staples
NTT US Equity,NIPPON TELEG-ADR,94987632640,,New York,,Telecommunication Services
BMY US Equity,BRISTOL-MYER SQB,94152876032,,New York,,Health Care
AGN US Equity,ALLERGAN PLC,93428883456,,New York,,Health Care
QCOM US Equity,QUALCOMM INC,93355622400,,NASDAQ GS,,Information Technology
SNP US Equity,CHINA PETRO-ADR,89934929920,,New York,,Energy
UTX US Equity,UNITED TECH CORP,89492594688,,New York,,Industrials
WBA US Equity,WALGREENS BOOTS,88988147712,,NASDAQ GS,,Consumer Staples
HON US Equity,HONEYWELL INTL,88558206976,,New York,,Industrials
LFC US Equity,CHINA LIFE-ADR,86252036096,,New York,,Financials
LLY US Equity,ELI LILLY & CO,84830371840,,New York,,Health Care
CHTR US Equity,CHARTER COMMUN-A,84594270208,,NASDAQ GS,,Consumer Discretionary
AZN US Equity,ASTRAZENECA-ADR,84273217536,,New York,,Health Care
SBUX US Equity,STARBUCKS CORP,82393587712,,NASDAQ GS,,Consumer Discretionary
VOD US Equity,VODAFONE GRP-ADR,82225799168,,NASDAQ GS,,Telecommunication Services
BA US Equity,BOEING CO/THE,81821007872,,New York,,Industrials
CELG US Equity,CELGENE CORP,81766850560,,NASDAQ GS,,Health Care
MTU US Equity,MITSUBISHI U-ADR,79912337408,,New York,,Financials
UNP US Equity,UNION PAC CORP,79360032768,,New York,,Industrials
BHP US Equity,BHP BILLITON-ADR,77105520640,,New York,,Materials
BBL US Equity,BHP BILLITON-ADR,76391497728,,New York,,Materials
USB US Equity,US BANCORP,75581325312,,New York,,Financials
ACN US Equity,ACCENTURE PLC-A,75395604480,,New York,,Information Technology
WBK US Equity,WESTPAC BANK-ADR,74519134208,,New York,,Financials
LMT US Equity,LOCKHEED MARTIN,73703038976,,New York,,Industrials
DEO US Equity,DIAGEO PLC-ADR,72888893440,,New York,,Consumer Staples
RAI US Equity,REYNOLDS AMERICA,72351924224,,New York,,Consumer Staples
GS US Equity,GOLDMAN SACHS GP,71947182080,,New York,,Financials
PCLN US Equity,PRICELINE GROUP,70327140352,,NASDAQ GS,,Consumer Discretionary
TXN US Equity,TEXAS INSTRUMENT,69903654912,,NASDAQ GS,,Information Technology
COST US Equity,COSTCO WHOLESALE,69205598208,,NASDAQ GS,,Consumer Staples
MDLZ US Equity,MONDELEZ INTER-A,68739088384,,NASDAQ GS,,Consumer Staples
BIIB US Equity,BIOGEN INC,68714078208,,NASDAQ GS,,Health Care
AVGO US Equity,BROADCOM LTD,68468219904,,NASDAQ GS,,Information Technology
SPG US Equity,SIMON PROPERTY,68090851328,,New York,,Real Estate
LOW US Equity,LOWE'S COS INC,67313790976,,New York,,Consumer Discretionary
CL US Equity,COLGATE-PALMOLIV,66763919360,,New York,,Consumer Staples
SAN US Equity,BANCO SANTAN-ADR,65821286400,,New York,,Financials
AIG US Equity,AMERICAN INTERNA,64089702400,,New York,,Financials
ITUB US Equity,ITAU UNIBANC-ADR,63350599680,,New York,,Financials
ABT US Equity,ABBOTT LABS,61872107520,,New York,,Health Care
BIDU US Equity,BAIDU INC-SP ADR,61556367360,,NASDAQ GS,,Information Technology
HDB US Equity,HDFC BANK-ADR,61479120896,,New York,,Financials
BLK US Equity,BLACKROCK INC,61375225856,,New York,,Financials
DD US Equity,DU PONT (EI),61281439744,,New York,,Materials
TWX US Equity,TIME WARNER INC,61083951104,,New York,,Consumer Discretionary
DOW US Equity,DOW CHEMICAL CO,61051666432,,New York,,Materials
MS US Equity,MORGAN STANLEY,60967587840,,New York,,Financials
AXP US Equity,AMERICAN EXPRESS,60221276160,,New York,,Financials
TMO US Equity,THERMO FISHER,59604660224,,New York,,Health Care
CB US Equity,CHUBB LTD,59441807360,,New York,,Financials
OXY US Equity,OCCIDENTAL PETE,59211923456,,New York,,Energy
LYG US Equity,LLOYDS BANKING G,59128729600,,New York,,Financials
PBR US Equity,PETROBRAS SA-ADR,58897833984,,New York,,Energy
PBR/A US Equity,PETROBR-SP P ADR,58897833984,,New York,,Energy
RIO US Equity,RIO TINTO-ADR,58022719488,,New York,,Materials
SHPG US Equity,SHIRE PLC-ADR,57840848896,,NASDAQ GS,,Health Care
NEE US Equity,NEXTERA ENERGY,56882724864,,New York,,Utilities
DVMT US Equity,EMC CORP/MA,56298344448,,#N/A Field Not Applicable,,Information Technology
EPD US Equity,ENTERPRISE PRODU,56175562752,,New York,,Energy
HMC US Equity,HONDA MOTOR-ADR,56081825792,,New York,,Consumer Discretionary
DHR US Equity,DANAHER CORP,56064815104,,New York,,Health Care
E US Equity,ENI SPA-ADR,55530352640,,New York,,Energy
DUK US Equity,DUKE ENERGY CORP,55280025600,,New York,,Utilities
CEO US Equity,CNOOC LTD-ADR,55045849088,,New York,,Energy
NGG US Equity,NATIONAL GRI-ADR,53948174336,,New York,,Utilities
BT US Equity,BT GROUP-SPON AD,52558790656,,New York,,Telecommunication Services
ADBE US Equity,ADOBE SYS INC,51607986176,,NASDAQ GS,,Information Technology
CRM US Equity,SALESFORCE.COM,51443499008,,New York,,Information Technology
STO US Equity,STATOIL ASA-ADR,51054579712,,New York,,Energy
TJX US Equity,TJX COS INC,51008176128,,New York,,Consumer Discretionary
BBD US Equity,BRADESCO-ADR,50808238080,,New York,,Financials
BBDO US Equity,BRADESCO-ADR,50808238080,,New York,,Financials
TEF US Equity,TELEFONICA-ADR,50747031552,,New York,,Telecommunication Services
SO US Equity,SOUTHERN CO,50696970240,,New York,,Utilities
SMFG US Equity,SUMITOMO MIT-ADR,50693894144,,New York,,Financials
COP US Equity,CONOCOPHILLIPS,50679631872,,New York,,Energy
GM US Equity,GENERAL MOTORS C,50231406592,,New York,,Consumer Discretionary
F US Equity,FORD MOTOR CO,49665511424,,New York,,Consumer Discretionary
ING US Equity,ING GROEP-ADR,49599184896,,New York,,Financials
ABB US Equity,ABB LTD-ADR,49189449728,,New York,,Industrials
AMT US Equity,AMERICAN TOWER C,48969551872,,New York,,Real Estate
EOG US Equity,EOG RESOURCES,48957714432,,New York,,Energy
KMI US Equity,KINDER MORGAN IN,48932528128,,New York,,Energy
PUK US Equity,PRUDENTIAL-ADR,48461279232,,New York,,Financials
CAT US Equity,CATERPILLAR INC,47725846528,,New York,,Industrials
MET US Equity,METLIFE INC,47537217536,,New York,,Financials
MON US Equity,MONSANTO CO,47013113856,,New York,,Materials
GD US Equity,GENERAL DYNAMICS,46954942464,,New York,,Industrials
TEVA US Equity,TEVA PHARM-ADR,46819565568,,New York,,Health Care
D US Equity,DOMINION RES/VA,46775787520,,New York,,Utilities
ASML US Equity,ASML HOLDING-NY,46739349504,,NASDAQ GS,,Information Technology
KMB US Equity,KIMBERLY-CLARK,46328320000,,New York,,Consumer Staples
FOXA US Equity,TWENTY-FIRST C-A,45884768256,,NASDAQ GS,,Consumer Discretionary
FOX US Equity,TWENTY-FIRST - B,45884768256,,NASDAQ GS,,Consumer Discretionary
ESRX US Equity,EXPRESS SCRIPTS,45716086784,,NASDAQ GS,,Health Care
PYPL US Equity,PAYPAL HOLDINGS,44740452352,,NASDAQ GS,,Information Technology
MFG US Equity,MIZUHO FINAN-ADR,44679901184,,New York,,Financials
PNC US Equity,PNC FINANCIAL SE,44492181504,,New York,,Financials
BK US Equity,BANK NY MELLON,44468637696,,New York,,Financials
FDX US Equity,FEDEX CORP,43945435136,,New York,,Industrials
SYK US Equity,STRYKER CORP,43269320704,,New York,,Health Care
ITW US Equity,ILLINOIS TOOL WO,42992791552,,New York,,Industrials
CHA US Equity,CHINA TELECO-ADR,42910343168,,New York,,Telecommunication Services
LVS US Equity,LAS VEGAS SANDS,42861064192,,New York,,Consumer Discretionary
GIS US Equity,GENERAL MILLS IN,42532298752,,New York,,Consumer Staples
NFLX US Equity,NETFLIX INC,41749278720,,NASDAQ GS,,Consumer Discretionary
SCHW US Equity,SCHWAB (CHARLES),41370333184,,New York,,Financials
RTN US Equity,RAYTHEON CO,41351663616,,New York,,Industrials
MCK US Equity,MCKESSON CORP,41298944000,,New York,,Health Care
PSX US Equity,PHILLIPS 66,41237127168,,New York,,Energy
ADP US Equity,AUTOMATIC DATA,41233833984,,NASDAQ GS,,Information Technology
BBVA US Equity,BANCO BILBAO-ADR,41215078400,,New York,,Financials
SNE US Equity,SONY CORP-ADR,41212530688,,New York,,Consumer Discretionary
YHOO US Equity,YAHOO! INC,41193148416,,NASDAQ GS,,Information Technology
AET US Equity,AETNA INC,40948883456,,New York,,Health Care
REGN US Equity,REGENERON PHARM,40921657344,,NASDAQ GS,,Health Care
SYT US Equity,SYNGENTA AG-ADR,40845479936,,New York,,Materials
TGT US Equity,TARGET CORP,40706170880,,New York,,Consumer Discretionary
ORAN US Equity,ORANGE-SPON ADR,40698867712,,New York,,Telecommunication Services
RELX US Equity,RELX PLC - ADR,40425013248,,New York,,Industrials
RENX US Equity,RELX NV - ADR,40177643520,,New York,,Industrials
BCS US Equity,BARCLAYS PLC-ADR,39374745600,,New York,,Financials
PSA US Equity,PUBLIC STORAGE,39325700096,,New York,,Real Estate
TMUS US Equity,T-MOBILE US INC,38907379712,,NASDAQ GS,,Telecommunication Services
AMOV US Equity,AMERICA MO-ADR A,38879191040,,NASDAQ GS,,Telecommunication Services
AMX US Equity,AMERICA-SPON ADR,38879191040,,New York,,Telecommunication Services
CAJ US Equity,CANON INC-ADR,38532427776,,New York,,Information Technology
NOC US Equity,NORTHROP GRUMMAN,38079262720,,New York,,Industrials
BDX US Equity,BECTON DICKINSON,37756010496,,New York,,Health Care
INFY US Equity,INFOSYS LTD-ADR,37440196608,,New York,,Information Technology
HAL US Equity,HALLIBURTON CO,37302960128,,New York,,Energy
HPE US Equity,HEWLETT PACKA,36906684416,,New York,,Information Technology
CME US Equity,CME GROUP INC,36769169408,,NASDAQ GS,,Financials
COF US Equity,CAPITAL ONE FINA,36686807040,,New York,,Financials
EBAY US Equity,EBAY INC,36444729344,,NASDAQ GS,,Information Technology
ECL US Equity,ECOLAB INC,36172394496,,New York,,Materials
YUM US Equity,YUM! BRANDS INC,35581095936,,New York,,Consumer Discretionary
CTSH US Equity,COGNIZANT TECH-A,35421184000,,NASDAQ GS,,Information Technology
MMC US Equity,MARSH & MCLENNAN,35395616768,,New York,,Financials
JD US Equity,JD.COM INC-ADR,35359838208,,NASDAQ GS,,Consumer Discretionary
PX US Equity,PRAXAIR INC,35208994816,,New York,,Materials
PRU US Equity,PRUDENTL FINL,34737131520,,New York,,Financials
CUK US Equity,CARNIVAL PLC-ADR,34489401344,,New York,,Consumer Discretionary
CCL US Equity,CARNIVAL CORP,34454151168,,New York,,Consumer Discretionary
TRV US Equity,TRAVELERS COS IN,34259351552,,New York,,Financials
EMR US Equity,EMERSON ELEC CO,34049564672,,New York,,Industrials
APD US Equity,AIR PRODS & CHEM,34017792000,,New York,,Materials
ICE US Equity,INTERCONTINENTAL,34003011584,,New York,,Financials
NOK US Equity,NOKIA CORP-ADR,33612847104,,New York,,Information Technology
STZ/B US Equity,CONSTELLATION-B,33489596416,,New York,,Consumer Staples
STZ US Equity,CONSTELLATION-A,33489596416,,New York,,Consumer Staples
NVDA US Equity,NVIDIA CORP,33453549568,,NASDAQ GS,,Information Technology
KEP US Equity,KOREA ELEC P-ADR,33215221760,,New York,,Utilities
LYB US Equity,LYONDELLBASELL-A,33141348352,,New York,,Materials
SPGI US Equity,S&P GLOBAL INC,33113520128,,New York,,Financials
BSX US Equity,BOSTON SCIENTIFC,33011634176,,New York,,Health Care
CI US Equity,CIGNA CORP,32887162880,,New York,,Health Care
EL US Equity,ESTEE LAUDER,32775217152,,New York,,Consumer Staples
ANTM US Equity,ANTHEM INC,32696365056,,New York,,Health Care
AMAT US Equity,APPLIED MATERIAL,32448434176,,NASDAQ GS,,Information Technology
CCI US Equity,CROWN CASTLE INT,32426346496,,New York,,Real Estate
RBS US Equity,ROYAL BANK-S ADR,32095031296,,New York,,Financials
AEP US Equity,AMERICAN ELECTRI,32079124480,,New York,,Utilities
TLK US Equity,TELEKOMUNIKA-ADR,31953598464,,New York,,Telecommunication Services
ARMH US Equity,ARM HOLDINGS-ADR,31930030080,,#N/A Field Not Applicable,,Information Technology
ATVI US Equity,ACTIVISION BLIZZ,31734790144,,NASDAQ GS,,Information Technology
BX US Equity,BLACKSTONE GROUP,31686404096,,New York,,Financials
PCG US Equity,PG&E CORP,31425191936,,New York,,Utilities
EXC US Equity,EXELON CORP,31402139648,,New York,,Utilities
BBT US Equity,BB&T CORP,31350112256,,New York,,Financials
VMW US Equity,VMWARE INC-CL A,31312840704,,New York,,Information Technology
FMX US Equity,FOMENTO ECON-ADR,31274225664,,New York,,Consumer Staples
PXD US Equity,PIONEER NATURAL,31158663168,,New York,,Energy
KR US Equity,KROGER CO,30842249216,,New York,,Consumer Staples
ETN US Equity,EATON CORP PLC,30710437888,,New York,,Industrials
TSN US Equity,TYSON FOODS-A,30526846976,,New York,,Consumer Staples
NXPI US Equity,NXP SEMICONDUCTO,30500151296,,NASDAQ GS,,Information Technology
WPPGY US Equity,WPP PLC-ADR,30392281088,,NASDAQ GS,,Consumer Discretionary
AFL US Equity,AFLAC INC,30304473088,,New York,,Financials
AON US Equity,AON PLC,29773760512,,New York,,Financials
LBTYB US Equity,LIBERTY GLOBAL-B,29641220096,,NASDAQ GS,,Consumer Discretionary
LBTYA US Equity,LIBERTY GLOBAL-A,29641220096,,NASDAQ GS,,Consumer Discretionary
LBTYK US Equity,LIBERTY GLOBAL-C,29641220096,,NASDAQ GS,,Consumer Discretionary
SYY US Equity,SYSCO CORP,29555290112,,New York,,Consumer Staples
TSLA US Equity,TESLA MOTORS,29408423936,,NASDAQ GS,,Consumer Discretionary
MNST US Equity,MONSTER BEVERAGE,29290201088,,NASDAQ GS,,Consumer Staples
HCA US Equity,HCA HOLDINGS INC,28970221568,,New York,,Health Care
INTU US Equity,INTUIT INC,28907116544,,NASDAQ GS,,Information Technology
K US Equity,KELLOGG CO,28868349952,,New York,,Consumer Staples
APC US Equity,ANADARKO PETROLE,28835741696,,New York,,Energy
PPG US Equity,PPG INDS INC,28502857728,,New York,,Materials
WM US Equity,WASTE MANAGEMENT,28461293568,,New York,,Industrials
PLD US Equity,PROLOGIS INC,28343857152,,New York,,Real Estate
NTES US Equity,NETEASE INC-ADR,28255782912,,NASDAQ GS,,Information Technology
CRH US Equity,CRH PLC-ADR,28127627264,,New York,,Materials
PHG US Equity,KONINKLIJKE P-NY,28065370112,,New York,,Industrials
CHT US Equity,CHUNGHWA TEL-ADR,28043169792,,New York,,Telecommunication Services
CHU US Equity,CHINA UNICOM-ADR,27946244096,,New York,,Telecommunication Services
DAL US Equity,DELTA AIR LI,27836899328,,New York,,Industrials
CS US Equity,CREDIT SUISS-ADR,27732938752,,New York,,Financials
ALXN US Equity,ALEXION PHARM,27732750336,,NASDAQ GS,,Health Care
NSC US Equity,NORFOLK SOUTHERN,27640645632,,New York,,Industrials
VALE US Equity,VALE SA-SP ADR,27624841216,,New York,,Materials
VALE/P US Equity,VALE SA-SP P ADR,27624841216,,New York,,Materials
STT US Equity,STATE ST CORP,27546775552,,New York,,Financials
FMS US Equity,FRESENIUS ME-ADR,27460782080,,New York,,Health Care
HCN US Equity,WELLTOWER INC,27452092416,,New York,,Real Estate
TTM US Equity,TATA MOTORS-ADR,27072608256,,New York,,Consumer Discretionary
ORLY US Equity,O'REILLY AUTOMOT,26824677376,,NASDAQ GS,,Consumer Discretionary
CSX US Equity,CSX CORP,26620184576,,NASDAQ GS,,Industrials
ISRG US Equity,INTUITIVE SURGIC,26497677312,,NASDAQ GS,,Health Care
BSBR US Equity,BANCO SANTANDER,26448859136,,New York,,Financials
HUM US Equity,HUMANA INC,26434111488,,New York,,Health Care
DE US Equity,DEERE & CO,26427246592,,New York,,Industrials
SHW US Equity,SHERWIN-WILLIAMS,26415063040,,New York,,Materials
EQIX US Equity,EQUINIX INC,26401357824,,NASDAQ GS,,Real Estate
FIS US Equity,FIDELITY NATIONA,26370279424,,New York,,Information Technology
SRE US Equity,SEMPRA ENERGY,26054289408,,New York,,Utilities
LNKD US Equity,LINKEDIN CORP-A,25975867392,,New York,,Information Technology
GGP US Equity,GENERAL GROWTH P,25913966592,,New York,,Real Estate
ZBH US Equity,ZIMMER BIOMET HO,25881616384,,New York,,Health Care
NWL US Equity,NEWELL BRANDS IN,25831454720,,New York,,Consumer Discretionary
VTR US Equity,VENTAS INC,25792608256,,New York,,Real Estate
WIT US Equity,WIPRO LTD-ADR,25670711296,,New York,,Information Technology
ALL US Equity,ALLSTATE CORP,25612230656,,New York,,Financials
S US Equity,SPRINT CORP,25541085184,,New York,,Telecommunication Services
ADM US Equity,ARCHER-DANIELS,25492862976,,New York,,Consumer Staples
CAH US Equity,CARDINAL HEALTH,25401098240,,New York,,Health Care
ZTS US Equity,ZOETIS INC,25375940608,,New York,,Health Care
SE US Equity,SPECTRA ENERG,25344790528,,New York,,Energy
VLO US Equity,VALERO ENERGY,25295321088,,New York,,Energy
BAX US Equity,BAXTER INTL INC,25171122176,,New York,,Health Care
EA US Equity,ELECTRONIC ARTS,25101836288,,NASDAQ GS,,Information Technology
ROST US Equity,ROSS STORES INC,25061249024,,NASDAQ GS,,Consumer Discretionary
VFC US Equity,VF CORP,24896704512,,New York,,Consumer Discretionary
HPQ US Equity,HP INC,24790589440,,New York,,Information Technology
EW US Equity,EDWARDS LIFE,24662011904,,New York,,Health Care
ILMN US Equity,ILLUMINA INC,24614139904,,NASDAQ GS,,Health Care
VIV US Equity,TELEFONICA B-ADR,24227919872,,New York,,Telecommunication Services
DFS US Equity,DISCOVER FINANCI,24225699840,,New York,,Financials
AVB US Equity,AVALONBAY COMMUN,24093036544,,New York,,Real Estate
DISH US Equity,DISH NETWORK-A,24070434816,,NASDAQ GS,,Consumer Discretionary
EIX US Equity,EDISON INTL,24012285952,,New York,,Utilities
WY US Equity,WEYERHAEUSER CO,23847104512,,New York,,Real Estate
PPL US Equity,PPL CORP,23753635840,,New York,,Utilities
ERIC US Equity,ERICSSON LM-ADR,23729240064,,NASDAQ GS,,Information Technology
AV US Equity,AVIVA PLC - ADR,23679606784,,New York,,Financials
EQR US Equity,EQUITY RESIDENTI,23611269120,,New York,,Real Estate
GLW US Equity,CORNING INC,23609692160,,New York,,Information Technology
VRTX US Equity,VERTEX PHARM,23566231552,,NASDAQ GS,,Health Care
LUX US Equity,LUXOTTICA GR-ADR,23503673344,,New York,,Consumer Discretionary
HLT US Equity,HILTON WORLDWIDE,23497293824,,New York,,Consumer Discretionary
WPZ US Equity,WILLIAMS PARTNER,23268861952,,New York,,Energy
CBS/A US Equity,CBS CORP-A,23230119936,,New York,,Consumer Discretionary
CBS US Equity,CBS CORP-B,23230119936,,New York,,Consumer Discretionary
SYF US Equity,SYNCHRONY FINANC,23183124480,,New York,,Financials
DVN US Equity,DEVON ENERGY CO,23179771904,,New York,,Energy
ED US Equity,CONS EDISON INC,22998550528,,New York,,Utilities
FISV US Equity,FISERV INC,22935513088,,NASDAQ GS,,Information Technology
IBN US Equity,ICICI BANK-ADR,22918672384,,New York,,Financials
LUV US Equity,SOUTHWEST AIR,22880382976,,New York,,Industrials
TEL US Equity,TE CONNECTIVITY,22627196928,,New York,,Information Technology
STJ US Equity,ST JUDE MEDICAL,22409691136,,New York,,Health Care
MPC US Equity,MARATHON PETROLE,22377117696,,New York,,Energy
TAP/A US Equity,MOLSON COORS-A,22364565504,,New York,,Consumer Staples
TAP US Equity,MOLSON COORS-B,22364565504,,New York,,Consumer Staples
CTRP US Equity,CTRIP.COM-ADR,22137458688,,NASDAQ GS,,Consumer Discretionary
PAYX US Equity,PAYCHEX INC,22035716096,,NASDAQ GS,,Information Technology
CERN US Equity,CERNER CORP,21873428480,,NASDAQ GS,,Health Care
BXP US Equity,BOSTON PROPERTIE,21870579712,,New York,,Real Estate
STI US Equity,SUNTRUST BANKS,21797636096,,New York,,Financials
PEG US Equity,PUB SERV ENTERP,21744291840,,New York,,Utilities
AZO US Equity,AUTOZONE INC,21623810048,,New York,,Consumer Discretionary
NEM US Equity,NEWMONT MINING,21499691008,,New York,,Materials
ETP US Equity,ENERGY TRANSF PA,21495701504,,New York,,Energy
MYL US Equity,MYLAN NV,21380413440,,NASDAQ GS,,Health Care
WMB US Equity,WILLIAMS COS INC,21318674432,,New York,,Energy
BHI US Equity,BAKER HUGHES INC,21300932608,,New York,,Energy
CMI US Equity,CUMMINS INC,21275770880,,New York,,Industrials
LB US Equity,L BRANDS INC,21216243712,,New York,,Consumer Discretionary
XEL US Equity,XCEL ENERGY INC,21186711552,,New York,,Utilities
HSY US Equity,HERSHEY CO/THE,21169717248,,New York,,Consumer Staples
MCO US Equity,MOODY'S CORP,21043388416,,New York,,Financials
BEN US Equity,FRANKLIN RES INC,20826787840,,New York,,Financials
ABC US Equity,AMERISOURCEBERGE,20801232896,,New York,,Health Care
PCAR US Equity,PACCAR INC,20754782208,,NASDAQ GS,,Industrials
DG US Equity,DOLLAR GENERAL C,20657489920,,New York,,Consumer Discretionary
OMC US Equity,OMNICOM GROUP,20507867136,,New York,,Consumer Discretionary
CAG US Equity,CONAGRA FOODS,20491098112,,New York,,Consumer Staples
SIRI US Equity,SIRIUS XM HOLDIN,20389576704,,NASDAQ GS,,Consumer Discretionary
HRL US Equity,HORMEL FOODS CRP,20353064960,,New York,,Consumer Staples
IP US Equity,INTL PAPER CO,20198242304,,New York,,Materials
SCCO US Equity,SOUTHERN COPPER,20194068480,,New York,,Materials
IX US Equity,ORIX-ADR,19921788928,,New York,,Financials
DLTR US Equity,DOLLAR TREE INC,19595294720,,NASDAQ GS,,Consumer Discretionary
VNO US Equity,VORNADO RLTY TST,19588759552,,New York,,Real Estate
APA US Equity,APACHE CORP,19460610048,,New York,,Energy
TYC US Equity,TYCO INTERNATION,19431569408,,#N/A Field Not Applicable,,Industrials
BF/B US Equity,BROWN-FORMAN -B,19430574080,,New York,,Consumer Staples
BF/A US Equity,BROWN-FORMAN -A,19430574080,,New York,,Consumer Staples
ADI US Equity,ANALOG DEVICES,19416995840,,NASDAQ GS,,Information Technology
AAL US Equity,AMERICAN AIRLINE,19357734912,,NASDAQ GS,,Industrials
APH US Equity,AMPHENOL CORP-A,19319982080,,New York,,Information Technology
DLPH US Equity,DELPHI AUTOMOTIV,19139901440,,New York,,Consumer Discretionary
WEC US Equity,WEC ENERGY GROUP,19113945088,,New York,,Utilities
PGR US Equity,PROGRESSIVE CORP,18894802944,,New York,,Financials
CLR US Equity,CONTL RES INC/OK,18836711424,,New York,,Energy
NLSN US Equity,NIELSEN HOLDINGS,18821400576,,New York,,Industrials
RYAAY US Equity,RYANAIR HLDG-ADR,18813720576,,NASDAQ GS,,Industrials
CCE US Equity,COCA-COLA EUROPE,18796161024,,New York,,Consumer Staples
ETE US Equity,ENERGY TRANSFER,18639073280,,New York,,Energy
